decisionTree keys: causes,questions
diagnostic_flow length: 1
fastAnswer: Check the thermostat settings.
[2026-03-25T03:04:01.823Z] RENDERING SLUG: ac-not-cooling | schema_version: undefined | page_type: undefined
[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:16.889Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[2026-03-25T22:58:16.906Z] RENDERING SLUG: ac-leaking-water | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:18.005Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:21.641Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:22.312Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T22:58:22.329Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[2026-03-25T22:58:22.351Z] RENDERING SLUG: ac-leaking-water | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[2026-03-25T22:58:22.633Z] RENDERING SLUG: ac-making-noise | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:22.716Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:22.845Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T22:58:22.869Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | symptom | ROWS: 1

[2026-03-25T22:58:23.016Z] RENDERING SLUG: ac-weak-airflow | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-weak-airflow | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:23.292Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[2026-03-25T22:58:23.339Z] RENDERING SLUG: ac-leaking-water | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[2026-03-25T22:58:23.378Z] RENDERING SLUG: ac-making-noise | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:23.595Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | symptom | ROWS: 1

[2026-03-25T22:58:23.834Z] RENDERING SLUG: ac-weak-airflow | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-weak-airflow | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:24.066Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[2026-03-25T22:58:24.104Z] RENDERING SLUG: ac-leaking-water | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:24.262Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:24.317Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[2026-03-25T22:58:24.421Z] RENDERING SLUG: ac-leaking-water | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:24.506Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:24.673Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:24.777Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T22:58:53.366Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:53.401Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:53.600Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[2026-03-25T22:58:53.699Z] RENDERING SLUG: ac-leaking-water | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[2026-03-25T22:58:54.139Z] RENDERING SLUG: ac-making-noise | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:54.220Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-weak-airflow | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | symptom | ROWS: 1

[2026-03-25T22:58:54.396Z] RENDERING SLUG: ac-weak-airflow | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-weak-airflow | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[2026-03-25T22:58:54.640Z] RENDERING SLUG: ac-leaking-water | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-leaking-water | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:54.868Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T22:58:55.001Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T22:58:55.260Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | diagnose | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | symptom | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | condition | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0

[DB FETCH SUCCESS] refrigerant-leak | system | ROWS: 0
